text,emotion,clean_text
i don t feel like i m welcomed at home even though i am its different than before,joy,feel like welcomed home even though different
i mentioned in my last post i was still feeling completely exhausted on the weekend,sadness,mentioned last post still feeling completely exhausted weekend
i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,anger,could help feeling thatrupert meant rude father though word quite polite
i started feeling better towards the afternoon and now i still intend to finish off some things in my to do list,joy,started feeling better towards afternoon still intend finish thing list
i am feeling somewhat melancholy over that,sadness,feeling somewhat melancholy
i feel like a kid that s been naughty,love,feel like kid naughty
i do hear and old jam a wave of nostalgia floods over me i become giddy and feel like a jubilant teenager again,joy,hear old jam wave nostalgia flood become giddy feel like jubilant teenager
im not too jazzed about the first image but even before i have finished this one i am already feeling proud,joy,im jazzed first image even finished one already feeling proud
i wish that i had listened to this album back in the day because i feel like i have missed out on so many listening opportunities it is not very often you come across an album that you like the whole way through,sadness,wish listened album back day feel like missed many listening opportunity often come across album like whole way
ive been a huge fan of twitter since i joined in and as my engagement with those that i follow has increased over time ive found myself feeling like this is a go to source for me for any number of content options news biz trends marketing you get the picture,joy,ive huge fan twitter since joined engagement follow increased time ive found feeling like go source number content option news biz trend marketing get picture
